Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
78.500000,1.599720,1.056976,94.612877,-1.588794,0.460915,94.414444,-19.408649,-2.004784,135.616028,20.446079,-1.417130,136.410248,-16.402798,2.758041,84.034439,16.269329,2.883415,82.957382,-14.042612,15.553604,50.005329,12.098224,15.501305,47.848404,-12.716152,-13.456810,15.706881,11.615549,-13.602562,15.343316,-14.538275,-0.646393,5.837738,12.850621,1.285172,5.879404,,0.920309,2.720699,0.233539,1.058412,2.598122,0.196110,1.032146,2.123093,0.467052,1.322139,2.938254,0.309646,0.929983,2.686191,0.421181,0.871159,2.730651,0.420122,1.228292,3.304350,0.518388,0.818462,3.072598,0.202987,1.285936,4.549227,1.254212,1.213101,3.140634,1.211368,1.233917,4.936094,0.512224,1.097058,3.416884,0.336884
79.000000,1.595036,1.036133,94.630638,-1.584735,0.442101,94.420364,-19.377888,-2.086563,135.644928,20.425922,-1.525276,136.433594,-16.436327,2.747673,84.091103,16.308849,2.916451,83.009064,-14.007924,15.828476,50.172722,12.055665,15.769875,47.997627,-12.751708,-12.303993,15.111613,11.642271,-12.457493,14.737154,-14.639183,0.859581,5.733991,12.985446,2.735443,5.796066,,0.918813,2.719227,0.235587,1.056858,2.595225,0.200146,1.032548,2.123419,0.478923,1.312014,2.939928,0.325255,0.924993,2.690911,0.410773,0.870608,2.709262,0.404696,1.220616,3.278922,0.501257,0.802373,3.080766,0.183364,1.293065,4.606891,1.264895,1.178186,3.169495,1.202880,1.231916,4.970440,0.501849,1.091313,3.433243,0.306751
79.500000,1.589924,1.015114,94.648392,-1.580676,0.423286,94.426277,-19.347378,-2.168037,135.674179,20.405762,-1.633423,136.456940,-16.470127,2.736450,84.147583,16.348366,2.949478,83.060753,-13.972669,16.100838,50.338615,12.013104,16.038437,48.146847,-12.787325,-11.148712,14.515032,11.668993,-11.312416,14.130993,-14.740134,2.366219,5.629704,13.120269,4.185715,5.712728,,0.917767,2.717929,0.238011,1.055418,2.592429,0.204687,1.033619,2.123765,0.491534,1.302347,2.941729,0.342180,0.920616,2.696544,0.401595,0.871127,2.688897,0.391319,1.213259,3.257145,0.486308,0.787333,3.090332,0.165503,1.300959,4.662827,1.275284,1.144610,3.199255,1.195182,1.231249,5.004705,0.491839,1.088664,3.450148,0.277106
80.000000,1.582817,0.993317,94.666138,-1.576618,0.404472,94.432198,-19.318050,-2.248108,135.705139,20.385605,-1.741570,136.480286,-16.505203,2.721275,84.203247,16.387882,2.982513,83.112434,-13.934766,16.361465,50.497543,11.970544,16.306999,48.296066,-12.823231,-9.981911,13.912319,11.695715,-10.167343,13.524831,-14.841284,3.875992,5.522893,13.255092,5.635979,5.629391,,0.918012,2.717321,0.240793,1.054093,2.589728,0.209701,1.036463,2.123676,0.505022,1.293148,2.943656,0.360244,0.916782,2.705580,0.393846,0.872715,2.669579,0.380208,1.206034,3.248378,0.475150,0.773404,3.101280,0.150033,1.309704,4.707006,1.280294,1.112496,3.229887,1.188287,1.232004,5.036057,0.480164,1.089135,3.467589,0.248126
80.500000,1.576202,0.970650,94.682312,-1.568925,0.375420,94.438942,-19.293600,-2.317696,135.748032,20.373756,-1.832397,136.501312,-16.529152,2.681923,84.249565,16.422474,2.967415,83.163353,-13.906508,16.531433,50.631718,11.941529,16.490219,48.426689,-12.852065,-8.742653,13.299583,11.722962,-8.964378,12.929211,-14.913541,5.407845,5.430081,13.378615,7.070969,5.559639,,0.920957,2.715430,0.242419,1.054304,2.597466,0.218562,1.050586,2.125314,0.511044,1.284409,2.941061,0.374192,0.915895,2.704940,0.382951,0.869334,2.688106,0.368056,1.191282,3.228843,0.457832,0.760758,3.126714,0.144444,1.313289,4.736067,1.260068,1.089487,3.246893,1.161949,1.212371,5.066475,0.455625,1.073816,3.480474,0.216326
81.000000,1.569755,0.948265,94.696495,-1.561505,0.345352,94.444183,-19.271549,-2.382973,135.787720,20.367241,-1.906761,136.519562,-16.548237,2.640831,84.291939,16.446766,2.932098,83.203583,-13.884839,16.688828,50.759796,11.920407,16.624260,48.538708,-12.881577,-7.493538,12.693300,11.755563,-7.729195,12.368103,-14.982444,6.936707,5.351853,13.497024,8.481506,5.506177,,0.924229,2.713575,0.244575,1.056264,2.604850,0.228805,1.063495,2.124493,0.515834,1.276079,2.939042,0.389971,0.915218,2.704599,0.370428,0.870654,2.701429,0.360288,1.175594,3.209477,0.437795,0.758482,3.146273,0.130864,1.318356,4.773279,1.229328,1.064599,3.274321,1.119964,1.195810,5.094567,0.409004,1.064771,3.481864,0.186683
81.500000,1.560732,0.925964,94.709259,-1.554119,0.315170,94.449234,-19.255211,-2.443756,135.827820,20.361397,-1.979065,136.537491,-16.566685,2.597672,84.329376,16.469776,2.894257,83.242470,-13.870381,16.820160,50.875778,11.900271,16.752159,48.648407,-12.915624,-6.222755,12.093088,11.788832,-6.489975,11.811308,-15.047519,8.464691,5.285249,13.614795,9.888985,5.454751,,0.925898,2.713154,0.246981,1.058555,2.612225,0.239577,1.070346,2.123438,0.520884,1.268482,2.937191,0.406768,0.914712,2.706450,0.359003,0.873507,2.714461,0.354805,1.157636,3.188076,0.412175,0.758347,3.165691,0.118396,1.316665,4.814476,1.198425,1.040508,3.303478,1.076142,1.177811,5.124603,0.372219,1.058173,3.482333,0.160822
82.000000,1.551207,0.903671,94.721786,-1.546733,0.284973,94.454285,-19.239922,-2.503769,135.868073,20.355549,-2.051376,136.555405,-16.585125,2.554161,84.365952,16.492783,2.856422,83.281357,-13.857160,16.946754,50.989567,11.880136,16.880058,48.758102,-12.950532,-4.948029,11.493896,11.822102,-5.250763,11.254514,-15.111934,9.992577,5.220541,13.732566,11.296455,5.403324,,0.927446,2.713077,0.249883,1.060972,2.619644,0.250717,1.076475,2.122512,0.526370,1.261681,2.935474,0.424354,0.914638,2.708860,0.349588,0.877415,2.727916,0.351489,1.141108,3.167027,0.386226,0.759196,3.185821,0.109196,1.315087,4.856966,1.168103,1.017682,3.333093,1.032644,1.160584,5.155448,0.344200,1.053508,3.483424,0.140987
82.500000,1.541842,0.881699,94.733963,-1.539347,0.254791,94.459335,-19.225262,-2.563614,135.908951,20.349705,-2.123680,136.573334,-16.603966,2.510620,84.400528,16.515789,2.818581,83.320244,-13.843959,17.069382,51.099419,11.860000,17.007957,48.867802,-12.986327,-3.670441,10.896017,11.855371,-4.011551,10.697720,-15.171033,11.519264,5.156826,13.850337,12.703934,5.351897,,0.929124,2.712797,0.253003,1.063515,2.627104,0.262175,1.083878,2.121663,0.532382,1.255688,2.933892,0.442638,0.915051,2.711471,0.341416,0.882362,2.741792,0.350403,1.126925,3.151200,0.362323,0.761026,3.206648,0.104134,1.315599,4.896928,1.139647,0.996207,3.363152,0.989512,1.140819,5.188173,0.325734,1.050800,3.485139,0.129967
83.000000,1.533150,0.860245,94.744621,-1.532029,0.223671,94.464806,-19.213465,-2.620430,135.952240,20.343796,-2.193993,136.590927,-16.620922,2.465164,84.426216,16.535618,2.773636,83.356758,-13.827004,17.158180,51.187206,11.842720,17.117020,48.968822,-13.023688,-2.375427,10.318723,11.879399,-2.772804,10.157923,-15.205811,13.028107,5.114076,13.958508,14.094925,5.314854,,0.931028,2.712061,0.255744,1.067240,2.635356,0.275250,1.094150,2.121284,0.537236,1.252544,2.931225,0.459405,0.918308,2.711041,0.333045,0.890983,2.761331,0.353196,1.114011,3.148904,0.347507,0.763642,3.229025,0.103321,1.316430,4.921346,1.108041,0.983229,3.396293,0.954268,1.111123,5.217479,0.311499,1.049150,3.495958,0.131987
83.500000,1.525713,0.837646,94.753120,-1.525810,0.190308,94.470764,-19.204985,-2.669853,135.997253,20.340237,-2.254494,136.607285,-16.631283,2.415230,84.439804,16.546310,2.707428,83.379784,-13.797971,17.182106,51.240616,11.835352,17.163986,49.041893,-13.057755,-1.054787,9.790774,11.876475,-1.539482,9.683918,-15.208710,14.494171,5.122974,14.033212,15.429085,5.334498,,0.933944,2.711848,0.258913,1.073727,2.645251,0.291789,1.106068,2.121799,0.537898,1.254866,2.925642,0.471432,0.927994,2.702596,0.325862,0.906964,2.791885,0.361858,1.100479,3.153099,0.346512,0.772966,3.252091,0.105742,1.313363,4.925112,1.051430,0.987322,3.433839,0.925464,1.078962,5.224786,0.288033,1.043377,3.521334,0.153166
84.000000,1.518523,0.814072,94.760452,-1.521447,0.157097,94.475616,-19.197277,-2.715736,136.043213,20.341679,-2.305328,136.622833,-16.642429,2.364716,84.446709,16.554619,2.634193,83.387741,-13.764367,17.185219,51.278690,11.833530,17.180893,49.102448,-13.089453,0.267632,9.289568,11.865857,-0.314667,9.256515,-15.200329,15.937080,5.153533,14.088986,16.732002,5.395595,,0.936546,2.712126,0.262618,1.080305,2.654647,0.308287,1.115606,2.122222,0.537287,1.257030,2.920104,0.483770,0.939116,2.695785,0.318879,0.923542,2.817806,0.372199,1.089402,3.156101,0.337124,0.795545,3.271243,0.110680,1.309950,4.928720,0.976684,0.988542,3.466368,0.868577,1.051111,5.221593,0.293022,1.032137,3.532035,0.182507
84.500000,1.510260,0.790588,94.767410,-1.517085,0.123886,94.480469,-19.190718,-2.759186,136.091858,20.343121,-2.356163,136.638382,-16.653316,2.313019,84.449982,16.562923,2.560951,83.395699,-13.731511,17.171852,51.304089,11.831710,17.197792,49.162998,-13.122969,1.594421,8.808325,11.855239,0.910149,8.829111,-15.184949,17.363625,5.198919,14.144763,18.034927,5.456692,,0.938419,2.712881,0.266526,1.087023,2.664081,0.324859,1.121907,2.123740,0.535050,1.259320,2.914676,0.496498,0.952029,2.691145,0.315738,0.940703,2.843869,0.384865,1.081622,3.156290,0.315919,0.819236,3.290844,0.118453,1.305546,4.933838,0.900335,0.990362,3.499401,0.811992,1.026970,5.215845,0.334805,1.021660,3.543486,0.226871
85.000000,1.501997,0.767105,94.774353,-1.512722,0.090683,94.485321,-19.184158,-2.802635,136.140488,20.344563,-2.406998,136.653915,-16.664204,2.261322,84.453262,16.571232,2.487709,83.403656,-13.698655,17.158478,51.329487,11.829888,17.214699,49.223553,-13.156486,2.921219,8.327083,11.844620,2.134956,8.401709,-15.169570,18.790161,5.244305,14.200538,19.337852,5.517789,,0.940533,2.713714,0.270855,1.093878,2.673558,0.341494,1.128674,2.125468,0.533282,1.261736,2.909357,0.509592,0.965527,2.686754,0.314494,0.958415,2.870070,0.399638,1.075571,3.157272,0.297304,0.843944,3.310885,0.128550,1.302257,4.939742,0.824711,0.992778,3.532920,0.755778,1.004565,5.210887,0.391577,1.011970,3.555684,0.279185
85.500000,1.494335,0.743660,94.780815,-1.508359,0.057472,94.490173,-19.178410,-2.846375,136.188416,20.346004,-2.457832,136.669464,-16.674171,2.210236,84.454079,16.579536,2.414474,83.411613,-13.667460,17.140465,51.351929,11.828068,17.231598,49.284103,-13.189680,4.246628,7.852149,11.834001,3.359772,7.974305,-15.146867,20.212280,5.295149,14.256314,20.640778,5.578886,,0.942392,2.714593,0.274982,1.100868,2.683076,0.358184,1.136999,2.127530,0.531778,1.264276,2.904152,0.523020,0.979423,2.682026,0.313105,0.976647,2.896403,0.416288,1.070780,3.164133,0.284550,0.869583,3.331360,0.140468,1.299964,4.948157,0.756395,0.995785,3.566916,0.700024,0.980963,5.212333,0.452794,1.003090,3.568617,0.335753
86.000000,1.483291,0.716927,94.783287,-1.501951,0.027153,94.493889,-19.180779,-2.886368,136.229691,20.347939,-2.506630,136.685410,-16.684078,2.157776,84.436325,16.592445,2.348022,83.406380,-13.638030,17.079208,51.339931,11.826809,17.221581,49.322948,-13.220942,5.548676,7.449368,11.804494,4.562164,7.596651,-15.108736,21.562904,5.411259,14.285636,21.906685,5.690813,,0.944186,2.714366,0.277863,1.104972,2.688638,0.373506,1.144897,2.127728,0.526701,1.263826,2.899425,0.538066,0.989112,2.677602,0.308674,0.997115,2.908267,0.426905,1.063605,3.180384,0.289267,0.891668,3.351504,0.147581,1.290901,4.946436,0.698479,1.007899,3.605257,0.669333,0.967206,5.197314,0.492060,1.000865,3.599389,0.380946
86.500000,1.469104,0.686485,94.783134,-1.491728,-0.001877,94.496849,-19.188253,-2.923073,136.266754,20.358047,-2.555267,136.700851,-16.698509,2.104630,84.404037,16.613716,2.288124,83.383781,-13.603048,16.982819,51.298473,11.827887,17.154053,49.324379,-13.246596,6.818810,7.110038,11.741369,5.712708,7.312818,-15.065675,22.843178,5.576716,14.256055,23.099640,5.906475,,0.946403,2.713474,0.280540,1.106784,2.691867,0.387423,1.151240,2.126425,0.519392,1.265443,2.895787,0.554669,0.995260,2.674019,0.303932,1.010250,2.911337,0.438385,1.053448,3.198955,0.304593,0.909350,3.361816,0.151409,1.276568,4.923201,0.620966,1.015692,3.630122,0.621601,0.967434,5.148652,0.532385,0.981450,3.619318,0.434301
87.000000,1.455138,0.654785,94.780579,-1.480854,-0.031158,94.499840,-19.195236,-2.955627,136.302231,20.370388,-2.604294,136.716064,-16.715187,2.049995,84.364296,16.636395,2.228653,83.359055,-13.558724,16.858383,51.230198,11.829511,17.075867,49.319771,-13.270595,8.065750,6.819273,11.672688,6.853249,7.045130,-15.010955,24.081367,5.771861,14.215316,24.279678,6.140882,,0.948641,2.710416,0.282427,1.108619,2.695340,0.401345,1.155218,2.125837,0.509808,1.268947,2.892446,0.572127,1.002896,2.669105,0.303475,1.021109,2.915121,0.452762,1.057746,3.205704,0.293495,0.927823,3.369908,0.156806,1.261538,4.891335,0.528479,1.020617,3.650766,0.563671,0.980591,5.084171,0.593640,0.956885,3.632969,0.495966
87.500000,1.441173,0.623077,94.778015,-1.469980,-0.060448,94.502831,-19.202221,-2.988174,136.337708,20.382729,-2.653328,136.731293,-16.731865,1.995361,84.324554,16.659069,2.169174,83.334320,-13.514401,16.733948,51.161926,11.831135,16.997681,49.315159,-13.294592,9.312683,6.528508,11.604006,7.993782,6.777442,-14.956234,25.319550,5.967007,14.174575,25.459724,6.375288,,0.950936,2.707443,0.284608,1.110511,2.698881,0.415377,1.159620,2.125474,0.500871,1.273196,2.889201,0.590380,1.011068,2.664514,0.304421,1.032284,2.919040,0.468463,1.063420,3.212946,0.288093,0.947730,3.378602,0.164357,1.247357,4.860714,0.438181,1.025944,3.672121,0.506482,0.999626,5.021133,0.657434,0.933782,3.647399,0.561044
88.000000,1.427207,0.591377,94.775459,-1.459106,-0.089729,94.505821,-19.209206,-3.020729,136.373199,20.395069,-2.702354,136.746521,-16.748545,1.940727,84.284821,16.681747,2.109703,83.309593,-13.470078,16.609512,51.093647,11.832759,16.919487,49.310551,-13.318590,10.559616,6.237742,11.535324,9.134323,6.509754,-14.901514,26.557739,6.162152,14.133834,26.639763,6.609695,,0.953286,2.704554,0.287071,1.112462,2.702495,0.429511,1.164441,2.125337,0.492619,1.278184,2.886054,0.609347,1.019764,2.660244,0.306756,1.043765,2.923096,0.485355,1.070449,3.220676,0.288707,0.968985,3.387894,0.173780,1.234056,4.831361,0.351763,1.031667,3.694175,0.450315,1.024209,4.959589,0.723097,0.912250,3.662600,0.628478
88.500000,1.413075,0.559013,94.772377,-1.448232,-0.119019,94.508812,-19.216084,-3.053268,136.406433,20.407406,-2.751381,136.761734,-16.764692,1.886688,84.244461,16.704426,2.050232,83.284859,-13.428184,16.481544,51.024261,11.834383,16.841301,49.305943,-13.339254,11.797348,5.958504,11.466641,10.274857,6.242066,-14.849974,27.784935,6.365768,14.093095,27.819809,6.844102,,0.955831,2.702383,0.289040,1.114470,2.706179,0.443733,1.169513,2.125420,0.484243,1.283902,2.883002,0.628969,1.028870,2.655686,0.309911,1.055544,2.927286,0.503318,1.078354,3.232731,0.296413,0.991499,3.397782,0.184791,1.220245,4.815855,0.279350,1.037780,3.716920,0.395605,1.051561,4.914386,0.777543,0.892404,3.678565,0.697583
89.000000,1.391855,0.522514,94.763748,-1.430269,-0.142967,94.506660,-19.233833,-3.076569,136.429108,20.430470,-2.787682,136.770203,-16.785564,1.834190,84.184570,16.737991,2.008125,83.242943,-13.413963,16.311523,50.919415,11.842723,16.722153,49.267998,-13.336596,12.916389,5.789020,11.396458,11.351952,6.062369,-14.819921,28.861412,6.640967,14.003676,28.901527,7.159344,,0.957806,2.698636,0.287781,1.109489,2.706286,0.450512,1.172099,2.119457,0.471354,1.278340,2.881287,0.652349,1.025915,2.663602,0.311981,1.058976,2.914842,0.496585,1.087061,3.236239,0.299167,1.002019,3.407604,0.179015,1.198642,4.792893,0.232190,1.035303,3.729618,0.366916,1.085230,4.852187,0.804447,0.877599,3.704443,0.714102
89.500000,1.367515,0.485100,94.751518,-1.404387,-0.165184,94.503159,-19.258125,-3.093674,136.442810,20.462120,-2.819572,136.772598,-16.807905,1.787056,84.118340,16.778049,1.977837,83.198570,-13.409919,16.124786,50.798080,11.853301,16.569794,49.203362,-13.325294,13.961029,5.665158,11.319810,12.359619,5.941797,-14.797194,29.856850,6.938396,13.878030,29.889687,7.523827,,0.959104,2.693408,0.286293,1.104905,2.706800,0.456754,1.172966,2.111152,0.456787,1.275902,2.881021,0.676584,1.019083,2.671536,0.311910,1.057011,2.903534,0.485871,1.100066,3.232548,0.301619,0.991610,3.410007,0.172829,1.178975,4.738794,0.185747,1.023950,3.710043,0.318967,1.125368,4.756766,0.833395,0.858401,3.689230,0.736215
90.000000,1.343000,0.447136,94.737846,-1.378505,-0.187401,94.499657,-19.283409,-3.109055,136.452194,20.493767,-2.851456,136.774994,-16.830795,1.741920,84.049805,16.818111,1.947548,83.154205,-13.406933,15.933327,50.672039,11.863881,16.417442,49.138725,-13.311820,14.985527,5.553737,11.243162,13.367279,5.821225,-14.774837,30.833061,7.242774,13.752385,30.877846,7.888309,,0.960268,2.687600,0.285049,1.100411,2.707434,0.463177,1.173984,2.102726,0.441533,1.274154,2.881100,0.701266,1.011477,2.678453,0.311119,1.055425,2.892628,0.475808,1.115539,3.225538,0.306450,0.982412,3.413050,0.169299,1.161753,4.677947,0.161101,1.013657,3.691882,0.272507,1.169254,4.655502,0.865453,0.842861,3.675811,0.759314
90.500000,1.318486,0.409172,94.724182,-1.352622,-0.209625,94.496155,-19.308693,-3.124428,136.461578,20.525414,-2.883347,136.777405,-16.853687,1.696777,83.981277,16.858170,1.917259,83.109833,-13.403946,15.741867,50.546001,11.874459,16.265083,49.074089,-13.298346,16.010025,5.442315,11.166515,14.374947,5.700653,-14.752479,31.809280,7.547152,13.626740,31.866013,8.252791,,0.961500,2.681889,0.284381,1.096008,2.708185,0.469775,1.175353,2.094594,0.426984,1.273100,2.881527,0.726356,1.004745,2.685685,0.311179,1.054219,2.882128,0.466437,1.132718,3.218817,0.315618,0.974460,3.416733,0.168588,1.146083,4.619174,0.165357,1.004456,3.675156,0.228449,1.216673,4.556834,0.899146,0.831184,3.664206,0.783311
91.000000,1.293971,0.371208,94.710510,-1.326740,-0.231842,94.492653,-19.333977,-3.139801,136.470978,20.557064,-2.915230,136.779800,-16.876579,1.651634,83.912743,16.898232,1.886971,83.065468,-13.400960,15.550407,50.419960,11.885037,16.112732,49.009453,-13.284872,17.034531,5.330894,11.089868,15.382607,5.580081,-14.730122,32.785500,7.851530,13.501096,32.854172,8.617273,,0.962800,2.676275,0.284294,1.091696,2.709057,0.476538,1.177072,2.086756,0.413214,1.272741,2.882302,0.751809,0.998904,2.693229,0.312086,1.053396,2.872036,0.457802,1.151527,3.212383,0.328758,0.967785,3.421049,0.170734,1.132030,4.562558,0.196647,0.996378,3.659882,0.188483,1.267227,4.460930,0.934297,0.823535,3.654434,0.808127
91.500000,1.268507,0.333694,94.695824,-1.300492,-0.253517,94.488113,-19.358730,-3.152031,136.478683,20.590740,-2.944359,136.780151,-16.902752,1.610924,83.845802,16.938015,1.857971,83.020851,-13.401868,15.353081,50.290581,11.896693,15.957642,48.942524,-13.262166,18.012009,5.240426,11.015592,16.372330,5.467391,-14.719222,33.708931,8.159723,13.368884,33.818329,8.982426,,0.964668,2.670805,0.283355,1.087296,2.710068,0.482463,1.177453,2.077965,0.399856,1.272000,2.882488,0.776606,0.993586,2.700131,0.315317,1.051856,2.863429,0.448466,1.172325,3.206919,0.342458,0.961633,3.425648,0.172828,1.117270,4.534187,0.227205,0.988285,3.652242,0.157965,1.299033,4.402475,0.958832,0.818307,3.654594,0.827294
92.000000,1.241373,0.300056,94.677170,-1.268290,-0.268166,94.474380,-19.390902,-3.149673,136.478638,20.639488,-2.941971,136.760620,-16.930916,1.590096,83.785202,16.976379,1.849365,82.970833,-13.425468,15.134735,50.151764,11.913514,15.785751,48.852768,-13.198516,18.766060,5.215038,10.963881,17.152702,5.423117,-14.705071,34.398262,8.457950,13.190509,34.519722,9.328743,,0.964309,2.666055,0.282247,1.084210,2.710670,0.483772,1.175584,2.065757,0.386918,1.264526,2.875975,0.793937,0.982900,2.713516,0.318690,1.047855,2.858468,0.433859,1.191429,3.193293,0.338730,0.946514,3.427564,0.162237,1.098463,4.488765,0.238724,0.976927,3.628154,0.139488,1.288905,4.349518,0.952033,0.814194,3.642763,0.789732
92.500000,1.211753,0.267593,94.656181,-1.234210,-0.280952,94.459137,-19.429255,-3.141930,136.470520,20.689682,-2.932129,136.737289,-16.957508,1.580109,83.725403,17.014866,1.847084,82.918839,-13.462337,14.922386,50.019283,11.929685,15.613686,48.758480,-13.125039,19.439423,5.197400,10.916341,17.882217,5.389403,-14.689543,35.004761,8.748813,13.008752,35.161758,9.663633,,0.961809,2.662766,0.282978,1.082412,2.711032,0.485788,1.173094,2.053518,0.375723,1.257061,2.869081,0.810661,0.966885,2.727475,0.319412,1.046194,2.852066,0.421908,1.186902,3.180235,0.332868,0.929709,3.429259,0.156619,1.088466,4.402903,0.258519,0.967912,3.579957,0.120033,1.277089,4.255625,0.940100,0.816883,3.603408,0.743004
93.000000,1.182133,0.235130,94.635201,-1.200130,-0.293747,94.443901,-19.467606,-3.134186,136.462418,20.739876,-2.922279,136.713974,-16.984102,1.570122,83.665596,17.053352,1.844803,82.866852,-13.499207,14.710037,49.886803,11.945857,15.441628,48.664192,-13.051561,20.112793,5.179761,10.868801,18.611732,5.355688,-14.674015,35.611267,9.039676,12.826997,35.803795,9.998524,,0.959568,2.659581,0.284616,1.080754,2.711483,0.487916,1.171464,2.041776,0.367124,1.250055,2.862576,0.827706,0.951210,2.741653,0.321277,1.045043,2.845763,0.411418,1.182727,3.167646,0.327995,0.913928,3.431226,0.156135,1.079763,4.320023,0.278821,0.959933,3.535949,0.105083,1.266886,4.164879,0.929588,0.822252,3.568706,0.696999
93.500000,1.152513,0.202667,94.614212,-1.166049,-0.306534,94.428665,-19.505959,-3.126442,136.454330,20.790066,-2.912430,136.690659,-17.010696,1.560135,83.605789,17.091839,1.842522,82.814857,-13.536077,14.497681,49.754318,11.962029,15.269562,48.569904,-12.978084,20.786156,5.162122,10.821261,19.341248,5.321974,-14.658486,36.217766,9.330539,12.645240,36.445831,10.333415,,0.957590,2.656506,0.287144,1.079236,2.712016,0.490152,1.170699,2.030536,0.361296,1.243516,2.856462,0.845057,0.935891,2.756043,0.324262,1.044403,2.839564,0.402503,1.178908,3.155535,0.324151,0.899223,3.433460,0.160831,1.072385,4.240303,0.299527,0.953017,3.496291,0.096752,1.258337,4.077489,0.920546,0.830250,3.538797,0.651874
94.000000,1.122893,0.170212,94.593224,-1.131969,-0.319321,94.413422,-19.544312,-3.118698,136.446213,20.840260,-2.902580,136.667343,-17.037289,1.550148,83.545990,17.130329,1.840240,82.762871,-13.572946,14.285332,49.621834,11.978202,15.097496,48.475616,-12.904607,21.459526,5.144484,10.773722,20.070763,5.288260,-14.642959,36.824265,9.621401,12.463485,37.087868,10.668305,,0.955877,2.653536,0.290537,1.077859,2.712636,0.492494,1.170799,2.019810,0.358386,1.237452,2.850740,0.862690,0.920946,2.770645,0.328337,1.044276,2.833459,0.395267,1.175448,3.143904,0.321374,0.885649,3.435961,0.170278,1.066360,4.163920,0.320559,0.947187,3.461128,0.096762,1.251474,3.993677,0.913018,0.840801,3.513801,0.607822
94.500000,1.092207,0.141327,94.570427,-1.097748,-0.328712,94.393715,-19.586754,-3.105171,136.434418,20.895332,-2.884041,136.636505,-17.069469,1.557693,83.494461,17.167072,1.851250,82.710884,-13.602021,14.074806,49.490589,11.987767,14.934570,48.376400,-12.820504,21.985725,5.129492,10.725883,20.668076,5.257789,-14.603001,37.287437,9.858822,12.266324,37.603920,10.941590,,0.954903,2.650436,0.294060,1.077718,2.711996,0.493588,1.172536,2.010323,0.359496,1.231484,2.841025,0.873431,0.910067,2.778558,0.333780,1.044830,2.829835,0.395272,1.171178,3.136637,0.318106,0.877071,3.434362,0.180792,1.057654,4.136546,0.330762,0.945798,3.463197,0.101693,1.218099,3.972782,0.906627,0.850849,3.517118,0.577808
95.000000,1.059410,0.119774,94.544708,-1.065088,-0.329247,94.363243,-19.638977,-3.080856,136.415466,20.959354,-2.837631,136.588715,-17.108326,1.596092,83.459702,17.197865,1.896049,82.652939,-13.617765,13.882256,49.372856,11.980704,14.799927,48.267509,-12.709672,22.231995,5.104252,10.681761,20.925293,5.227676,-14.497253,37.482697,9.981805,12.049188,37.799057,11.047990,,0.951298,2.649937,0.300172,1.078951,2.708318,0.494277,1.171993,2.004911,0.364624,1.225406,2.822357,0.876525,0.901824,2.784630,0.337638,1.046845,2.825435,0.401248,1.147199,3.137591,0.305350,0.880732,3.428445,0.187995,1.052418,4.064094,0.316880,0.953464,3.445222,0.105226,1.151453,3.922824,0.863311,0.861357,3.492249,0.501952
