Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
10.000000,-0.550499,-0.003052,93.761642,0.608993,0.047073,93.743538,-22.312668,-1.248108,134.970505,23.834675,-0.340981,135.424698,-18.878731,3.537888,83.796669,18.848991,3.823288,82.656532,-14.415897,8.739105,47.705315,12.593694,10.323914,46.410702,-11.188177,9.666245,3.992332,9.924458,8.280518,4.603101,-10.899912,26.002502,4.246035,8.660763,26.263710,4.204704,,0.946556,2.137837,0.317219,1.032609,1.644917,0.275330,1.205663,1.627071,0.365901,1.015732,1.648798,0.519808,0.764786,2.122892,0.306794,1.069280,1.719095,0.233477,0.966045,2.561528,0.206109,1.065849,2.312349,0.109184,1.088069,3.488502,0.134333,1.077058,2.697960,0.113190,1.100340,3.518706,0.306080,1.009927,2.677589,0.119982
10.500000,-0.611149,0.046806,93.769531,0.669330,0.108276,93.775566,-22.397186,-1.130081,134.941513,23.926628,-0.174110,135.435104,-18.955370,3.567215,83.889290,18.916954,3.804512,82.757111,-14.489251,8.512337,47.727757,12.653266,10.109222,46.454685,-11.198190,9.058182,4.000331,9.927115,7.669754,4.631920,-10.890953,25.399948,4.196798,8.634269,25.660378,4.169254,,0.944225,2.151213,0.314530,1.030847,1.649737,0.272842,1.215850,1.645362,0.365239,1.018593,1.644455,0.508932,0.754293,2.117006,0.298801,1.072976,1.706458,0.243161,0.964353,2.584149,0.215249,1.071962,2.327350,0.106307,1.080631,3.486345,0.133847,1.085838,2.703876,0.116071,1.105630,3.517963,0.257151,1.019784,2.666726,0.108164
11.000000,-0.672472,0.095856,93.777985,0.729667,0.169487,93.807594,-22.484688,-1.011101,134.913300,24.018578,-0.007233,135.445511,-19.032904,3.589340,83.980728,18.984913,3.785744,82.857681,-14.564886,8.282593,47.751972,12.712838,9.894531,46.498665,-11.208309,8.445816,4.009946,9.929773,7.058990,4.660738,-10.879250,24.792274,4.155516,8.607775,25.057037,4.133804,,0.942013,2.164590,0.312130,1.029157,1.654812,0.270980,1.224613,1.663845,0.366084,1.021708,1.640955,0.498623,0.743911,2.109566,0.293419,1.077803,1.694271,0.253208,0.961393,2.606341,0.222889,1.078524,2.342909,0.105470,1.074197,3.479298,0.132232,1.095196,2.709900,0.121231,1.113071,3.510493,0.224631,1.029907,2.655926,0.100563
11.500000,-0.732355,0.140472,93.790283,0.781123,0.217323,93.842880,-22.576702,-0.891617,134.890152,24.096848,0.147896,135.460648,-19.106911,3.591675,84.063446,19.036274,3.752731,82.945335,-14.636552,8.033920,47.774124,12.759603,9.629379,46.522240,-11.217549,7.823929,4.019876,9.922302,6.449097,4.680150,-10.860430,24.175354,4.126684,8.574992,24.449104,4.109725,,0.942949,2.177289,0.308295,1.021754,1.657506,0.268308,1.230188,1.681224,0.366691,1.018506,1.636459,0.487330,0.737294,2.100791,0.290488,1.072134,1.687079,0.260108,0.962954,2.627276,0.225108,1.072364,2.344975,0.102647,1.071482,3.464390,0.125751,1.100012,2.716026,0.117940,1.127371,3.492583,0.215972,1.034978,2.643862,0.101587
12.000000,-0.785881,0.176651,93.809753,0.824858,0.252968,93.880646,-22.664661,-0.770508,134.877167,24.159939,0.295731,135.477142,-19.169460,3.566566,84.118690,19.065174,3.699875,83.018219,-14.700322,7.738983,47.783340,12.801497,9.298698,46.518307,-11.225589,7.192848,4.022675,9.919078,5.841934,4.697554,-10.834867,23.564774,4.096887,8.545776,23.837631,4.091708,,0.943507,2.187813,0.306534,1.014668,1.663743,0.266668,1.234066,1.688749,0.360710,1.017908,1.635886,0.479690,0.727027,2.103797,0.276445,1.064310,1.693603,0.243625,0.960443,2.656851,0.219481,1.068543,2.362735,0.096596,1.073033,3.448844,0.111774,1.092086,2.714535,0.111020,1.143126,3.474760,0.211108,1.034253,2.637096,0.103410
12.500000,-0.838613,0.212372,93.829910,0.868593,0.288620,93.918404,-22.751919,-0.650772,134.867126,24.223030,0.443573,135.493637,-19.232595,3.541672,84.170166,19.094070,3.647011,83.091103,-14.762637,7.442772,47.789631,12.843392,8.968018,46.514374,-11.233059,6.563446,4.026836,9.915855,5.234764,4.714958,-10.806831,22.958908,4.063120,8.516561,23.226173,4.073691,,0.944002,2.198583,0.304983,1.007645,1.670173,0.265868,1.238571,1.697777,0.351677,1.017644,1.636286,0.472811,0.718654,2.107171,0.255841,1.056928,1.700847,0.228883,0.959398,2.688177,0.211277,1.065404,2.381057,0.092922,1.074629,3.430925,0.101751,1.084691,2.713160,0.104539,1.157824,3.449940,0.208251,1.034302,2.630496,0.109483
13.000000,-0.891344,0.248093,93.850060,0.912327,0.324265,93.956161,-22.839176,-0.531044,134.857071,24.286125,0.591408,135.510132,-19.295731,3.516785,84.221642,19.122971,3.594147,83.163986,-14.824952,7.146576,47.795921,12.885287,8.637344,46.510441,-11.240529,5.934044,4.030999,9.912632,4.627602,4.732362,-10.778797,22.353035,4.029352,8.487346,22.614700,4.055674,,0.944834,2.209463,0.304247,1.000686,1.676798,0.265914,1.243794,1.707549,0.343764,1.017716,1.637661,0.466722,0.711814,2.111050,0.236830,1.049997,1.708804,0.216235,0.960848,2.720095,0.204752,1.062955,2.399932,0.091910,1.076481,3.413145,0.095208,1.077838,2.711895,0.098582,1.172989,3.425454,0.209325,1.035123,2.624062,0.119158
13.500000,-0.944076,0.283813,93.870209,0.956062,0.359917,93.993927,-22.926434,-0.411316,134.847015,24.349216,0.739250,135.526611,-19.358868,3.491898,84.273117,19.151871,3.541283,83.236870,-14.887267,6.850372,47.802216,12.927182,8.306664,46.506512,-11.247999,5.304634,4.035161,9.909409,4.020432,4.749766,-10.750762,21.747169,3.995584,8.458130,22.003235,4.037657,,0.946002,2.220448,0.304330,0.993793,1.683612,0.266805,1.249729,1.718047,0.337041,1.018122,1.640007,0.461460,0.706553,2.115424,0.219828,1.043526,1.717463,0.206069,0.964782,2.752583,0.200073,1.061199,2.419346,0.093646,1.078585,3.395506,0.092886,1.071536,2.710741,0.093251,1.188603,3.401307,0.214270,1.036716,2.617798,0.131642
14.000000,-0.992204,0.315094,93.893585,0.999086,0.392357,94.031052,-23.013191,-0.294891,134.841263,24.409405,0.883499,135.543365,-19.412489,3.452698,84.315170,19.181931,3.486237,83.303780,-14.937734,6.536896,47.809494,12.966756,7.968285,46.499695,-11.247314,4.676605,4.044129,9.905035,3.414078,4.766866,-10.718522,21.139511,3.967725,8.431707,21.391960,4.018304,,0.949231,2.229039,0.303605,0.986796,1.689638,0.267732,1.253641,1.727257,0.330230,1.015682,1.642490,0.456491,0.710945,2.112556,0.215990,1.038477,1.727137,0.196679,0.979343,2.767621,0.194886,1.057621,2.434480,0.097582,1.085650,3.376079,0.089888,1.065127,2.710226,0.087012,1.199101,3.376029,0.225131,1.040036,2.611913,0.145163
14.500000,-1.033781,0.339828,93.917114,1.036679,0.409721,94.063095,-23.097855,-0.180115,134.836456,24.453300,1.006607,135.558655,-19.452984,3.398338,84.337776,19.211483,3.419952,83.338455,-14.978715,6.206802,47.813683,12.997741,7.583191,46.477802,-11.241148,4.054100,4.054665,9.900785,2.818153,4.784943,-10.699587,20.536316,3.935140,8.420863,20.780891,3.990716,,0.951539,2.239126,0.301768,0.981204,1.693599,0.264683,1.251888,1.733746,0.323709,1.006033,1.644990,0.446657,0.721642,2.121120,0.204807,1.033500,1.744475,0.180821,0.980387,2.786552,0.182794,1.044976,2.439589,0.100824,1.091546,3.356649,0.090629,1.056447,2.705743,0.077364,1.192424,3.352862,0.228513,1.041585,2.608911,0.151880
15.000000,-1.068344,0.359741,93.941292,1.070343,0.421936,94.091347,-23.177788,-0.066826,134.835831,24.489021,1.118248,135.570831,-19.478882,3.327499,84.341454,19.234905,3.348930,83.358025,-15.002958,5.861694,47.811707,13.028110,7.171753,46.449238,-11.229353,3.440163,4.069891,9.902068,2.232330,4.805743,-10.683006,19.938019,3.895750,8.417758,20.169205,3.958378,,0.950554,2.251806,0.297505,0.978315,1.699257,0.259840,1.246482,1.735941,0.311434,1.001994,1.650889,0.432882,0.727652,2.145122,0.184311,1.024136,1.770473,0.164937,0.967028,2.810898,0.163519,1.031526,2.453067,0.103030,1.095001,3.334729,0.097959,1.047943,2.693501,0.072933,1.188575,3.332917,0.226532,1.035829,2.608686,0.153940
15.500000,-1.103252,0.379753,93.966156,1.104008,0.434158,94.119598,-23.257832,0.046638,134.837830,24.524746,1.229889,135.583023,-19.502766,3.256569,84.344124,19.258331,3.277908,83.377594,-15.026162,5.517456,47.810513,13.058478,6.760307,46.420673,-11.218095,2.827423,4.086325,9.903351,1.646500,4.826544,-10.664447,19.339493,3.858650,8.414652,19.557518,3.926039,,0.949833,2.264520,0.292974,0.975597,1.705096,0.255863,1.241404,1.738382,0.296564,0.999230,1.657613,0.420288,0.732791,2.169893,0.162889,1.015376,1.797264,0.154256,0.954212,2.834521,0.145614,1.018651,2.466794,0.108536,1.098705,3.311246,0.111551,1.040338,2.681412,0.073913,1.184037,3.313824,0.224082,1.030252,2.608574,0.157653
16.000000,-1.138160,0.399765,93.991020,1.137672,0.446373,94.147850,-23.337872,0.160103,134.839828,24.560467,1.341537,135.595215,-19.526649,3.185638,84.346794,19.281757,3.206886,83.397171,-15.049365,5.173218,47.809315,13.088845,6.348869,46.392109,-11.206837,2.214691,4.102759,9.904634,1.060677,4.847344,-10.645887,18.740967,3.821549,8.411547,18.945824,3.893701,,0.949260,2.277301,0.288875,0.973050,1.711114,0.252793,1.236652,1.741197,0.283558,0.997750,1.665144,0.408997,0.738945,2.195349,0.142107,1.007239,1.824812,0.149891,0.942446,2.858271,0.129048,1.006372,2.480762,0.116877,1.102500,3.287983,0.127456,1.033653,2.669477,0.080105,1.180346,3.295258,0.223038,1.024856,2.608579,0.162906
16.500000,-1.170040,0.417664,94.017761,1.171337,0.458588,94.176094,-23.412834,0.268715,134.843094,24.596188,1.453178,135.607391,-19.544647,3.111832,84.346764,19.305183,3.135864,83.416740,-15.064842,4.820816,47.806793,13.119214,5.937424,46.363548,-11.192322,1.607780,4.117541,9.905916,0.474854,4.868145,-10.629623,18.146072,3.784509,8.408442,18.334137,3.861362,,0.949858,2.289307,0.284116,0.970675,1.717305,0.250662,1.233620,1.742393,0.272213,0.997561,1.673476,0.399113,0.747661,2.219388,0.126870,0.999737,1.853087,0.152388,0.936900,2.872834,0.116009,0.994712,2.494968,0.127499,1.108150,3.270877,0.145296,1.027905,2.657699,0.090445,1.176586,3.282161,0.223668,1.019645,2.608698,0.169554
17.000000,-1.199820,0.433273,94.045349,1.207117,0.468422,94.200775,-23.483517,0.372757,134.847427,24.630608,1.556450,135.618576,-19.557671,3.033783,84.342789,19.341072,3.054970,83.424088,-15.076260,4.461830,47.807182,13.147319,5.525826,46.342636,-11.175241,1.005341,4.132244,9.912145,-0.114944,4.895785,-10.620728,17.555557,3.755340,8.410664,17.724579,3.830844,,0.950939,2.300656,0.279022,0.969977,1.723212,0.247855,1.232670,1.742898,0.262858,0.994081,1.677477,0.388981,0.759244,2.242502,0.114271,1.002663,1.877231,0.155738,0.932874,2.880475,0.100582,0.986535,2.503734,0.135621,1.115419,3.258442,0.163245,1.020181,2.644058,0.098100,1.162038,3.273353,0.210067,1.018370,2.609926,0.168936
17.500000,-1.222950,0.442085,94.070374,1.240605,0.473503,94.221008,-23.545029,0.456497,134.854965,24.659111,1.635574,135.632248,-19.568005,2.935730,84.331345,19.396729,2.959137,83.413971,-15.065706,4.104523,47.810619,13.162372,5.113106,46.334698,-11.150208,0.410988,4.155406,9.908204,-0.713112,4.923587,-10.620770,16.968834,3.737450,8.417450,17.113480,3.814626,,0.948569,2.315382,0.269743,0.971958,1.728576,0.242721,1.227746,1.744517,0.257217,0.992780,1.681593,0.375865,0.767256,2.265573,0.098445,1.005094,1.904534,0.156072,0.915474,2.889246,0.086447,0.976729,2.507954,0.137055,1.115595,3.245370,0.173608,1.019483,2.636594,0.101665,1.145809,3.259625,0.190579,1.017308,2.607403,0.155147
18.000000,-1.243325,0.447662,94.094231,1.272755,0.477150,94.240189,-23.602657,0.532593,134.863525,24.685513,1.706711,135.647141,-19.571871,2.825150,84.318298,19.457794,2.859306,83.399307,-15.045362,3.748116,47.817497,13.172660,4.699966,46.330418,-11.120630,-0.181488,4.180020,9.899209,-1.313820,4.950088,-10.623123,16.378143,3.726956,8.424997,16.501350,3.803764,,0.944999,2.331734,0.259100,0.974842,1.733858,0.237308,1.221125,1.746283,0.254228,0.993347,1.686971,0.362891,0.769718,2.291332,0.082863,1.006032,1.934198,0.155772,0.893722,2.898500,0.079253,0.965937,2.511936,0.137653,1.112555,3.234056,0.178471,1.022214,2.632067,0.105202,1.132186,3.251004,0.172471,1.015800,2.603223,0.139642
18.500000,-1.263678,0.452957,94.117966,1.304904,0.480797,94.259369,-23.660164,0.608826,134.871979,24.711914,1.777847,135.662033,-19.573448,2.712524,84.305664,19.518864,2.759476,83.384644,-15.024753,3.391777,47.825638,13.182946,4.286835,46.326138,-11.090479,-0.774536,4.203927,9.890213,-1.914543,4.976587,-10.625420,15.785301,3.718315,8.432544,15.889221,3.792902,,0.941588,2.348242,0.248768,0.977934,1.739246,0.232653,1.214624,1.748139,0.253191,0.994327,1.692797,0.351748,0.772236,2.318554,0.068921,1.008163,1.964161,0.157756,0.872821,2.907957,0.080574,0.955603,2.516594,0.139912,1.109501,3.223653,0.183355,1.025141,2.627662,0.109625,1.120433,3.245455,0.161441,1.014603,2.599112,0.127946
19.000000,-1.283869,0.458023,94.141670,1.337054,0.484444,94.278549,-23.716740,0.684113,134.880417,24.738312,1.848991,135.676926,-19.574997,2.599510,84.292801,19.579929,2.659645,83.369987,-15.004257,3.035255,47.833549,13.193233,3.873695,46.321857,-11.060489,-1.367279,4.226764,9.881218,-2.515259,5.003087,-10.628456,15.192848,3.709645,8.440091,15.277084,3.782040,,0.938638,2.364934,0.238660,0.981233,1.744739,0.228800,1.208914,1.749968,0.253688,0.995717,1.699061,0.342618,0.777058,2.346391,0.057805,1.011479,1.994413,0.161939,0.853075,2.917760,0.090054,0.945742,2.521921,0.143750,1.106474,3.214115,0.190225,1.028263,2.623383,0.114832,1.110215,3.240174,0.160782,1.013721,2.595074,0.121165
19.500000,-1.303191,0.461975,94.165031,1.369006,0.488136,94.297417,-23.768272,0.754150,134.888763,24.765091,1.918648,135.691879,-19.576797,2.484261,84.278923,19.640556,2.557434,83.355431,-14.983698,2.677811,47.840118,13.202830,3.461761,46.318607,-11.031306,-1.958481,4.244398,9.872419,-3.116524,5.029999,-10.634104,14.602974,3.700735,8.446601,14.665680,3.771418,,0.937428,2.382338,0.228712,0.984533,1.750390,0.225973,1.207301,1.750959,0.254093,0.998034,1.705026,0.334920,0.782824,2.375302,0.052675,1.015222,2.023698,0.167971,0.836310,2.928251,0.105976,0.936981,2.528292,0.147756,1.102739,3.208582,0.200994,1.031751,2.618811,0.120032,1.101444,3.235588,0.170582,1.012976,2.591384,0.118828
20.000000,-1.322261,0.466652,94.187019,1.399381,0.492203,94.313766,-23.817822,0.821175,134.896698,24.794910,1.976479,135.707367,-19.581635,2.367004,84.266403,19.697636,2.436180,83.341743,-14.957903,2.320175,47.845150,13.206908,3.059395,46.323593,-11.001919,-2.549889,4.264589,9.865201,-3.722221,5.060209,-10.630031,14.017578,3.691074,8.444820,14.060120,3.762719,,0.936872,2.399931,0.218762,0.986376,1.756545,0.225317,1.209758,1.753537,0.255711,1.004904,1.705476,0.323191,0.784756,2.404382,0.054008,1.014038,2.043709,0.174124,0.829499,2.938958,0.123219,0.933822,2.538355,0.143406,1.099493,3.203121,0.212566,1.036943,2.611023,0.120666,1.108117,3.231030,0.188357,1.011246,2.589974,0.112620
20.500000,-1.344543,0.464447,94.207321,1.428062,0.492393,94.331856,-23.858788,0.852585,134.913559,24.826897,2.017906,135.738159,-19.597870,2.238655,84.256630,19.768272,2.290840,83.324142,-14.936156,1.977066,47.861420,13.195445,2.676979,46.338669,-10.978796,-3.149261,4.285945,9.838701,-4.345840,5.081561,-10.629562,13.431198,3.699350,8.440085,13.458694,3.769655,,0.939168,2.414110,0.208291,0.987238,1.762283,0.224436,1.211639,1.759168,0.257239,1.004255,1.710304,0.316220,0.789654,2.403301,0.056414,1.011983,2.062712,0.167396,0.826058,2.938459,0.133611,0.934094,2.534882,0.139846,1.098151,3.199219,0.221660,1.044932,2.615898,0.111875,1.107771,3.221889,0.194195,1.013675,2.580238,0.098090
21.000000,-1.365777,0.460274,94.225883,1.456744,0.492584,94.349945,-23.898121,0.881920,134.925842,24.858887,2.059334,135.768951,-19.613401,2.102997,84.247879,19.838905,2.145500,83.306549,-14.916129,1.632034,47.876541,13.183980,2.294571,46.353745,-10.953167,-3.750168,4.305158,9.812201,-4.969460,5.102911,-10.631475,12.843117,3.703726,8.435351,12.857269,3.776592,,0.941208,2.428950,0.199836,0.988182,1.768048,0.223942,1.213605,1.767272,0.258620,1.004183,1.715546,0.310312,0.798094,2.405517,0.062764,1.010072,2.082065,0.162630,0.823684,2.939945,0.143158,0.935204,2.531730,0.138698,1.095802,3.197587,0.229151,1.053821,2.620852,0.105823,1.108648,3.215199,0.203464,1.016524,2.570582,0.092466
21.500000,-1.386786,0.455688,94.244064,1.485426,0.492775,94.368034,-23.937103,0.910812,134.937164,24.890877,2.100754,135.799744,-19.628780,1.965759,84.239357,19.909538,2.000168,83.288956,-14.896470,1.286583,47.891411,13.172517,1.912163,46.368820,-10.927002,-4.351410,4.323911,9.785700,-5.593079,5.124263,-10.633898,12.254684,3.707266,8.430617,12.255844,3.783528,,0.943338,2.443957,0.192214,0.989209,1.773835,0.223841,1.215724,1.776219,0.260396,1.004687,1.721206,0.305537,0.810411,2.408779,0.072056,1.008306,2.101761,0.160002,0.821916,2.942072,0.152750,0.937148,2.528900,0.140023,1.093386,3.196523,0.238585,1.063590,2.625889,0.102995,1.109850,3.209152,0.216975,1.019789,2.561007,0.097303
22.000000,-1.408487,0.452087,94.259575,1.514108,0.492966,94.386116,-23.976456,0.938713,134.948944,24.922867,2.142181,135.830536,-19.648628,1.825867,84.228943,19.980175,1.854828,83.271362,-14.879732,0.943840,47.906509,13.161054,1.529747,46.383892,-10.903046,-4.957283,4.343845,9.759199,-6.216698,5.145614,-10.637646,11.664352,3.710816,8.425883,11.654419,3.790464,,0.946177,2.459549,0.185336,0.990318,1.779648,0.224133,1.219382,1.785780,0.260713,1.005766,1.727276,0.301945,0.825892,2.412744,0.082628,1.006684,2.121792,0.159618,0.820690,2.949327,0.162509,0.939922,2.526394,0.143752,1.087531,3.190958,0.248940,1.074214,2.631007,0.103655,1.107734,3.200389,0.234141,1.023466,2.551516,0.111246
22.500000,-1.429610,0.448402,94.273239,1.537647,0.490822,94.404869,-24.015774,0.965118,134.959717,24.953743,2.178047,135.863403,-19.670095,1.684174,84.217850,20.034164,1.698944,83.258873,-14.862130,0.600800,47.918259,13.147517,1.146950,46.395851,-10.880100,-5.563622,4.364652,9.729289,-6.834862,5.163356,-10.634580,11.074814,3.706172,8.420433,11.055855,3.797072,,0.950834,2.475260,0.178530,0.988324,1.784380,0.225368,1.223961,1.796221,0.259045,1.008946,1.733440,0.294093,0.844364,2.417020,0.093875,0.990386,2.134447,0.155393,0.823415,2.958100,0.167619,0.942673,2.526628,0.150646,1.080230,3.184145,0.260905,1.086578,2.637277,0.106040,1.114980,3.190907,0.235342,1.023762,2.542662,0.126034
23.000000,-1.451259,0.444473,94.285828,1.556056,0.485138,94.424568,-24.053802,0.987717,134.970551,24.983841,2.209633,135.900986,-19.691227,1.543610,84.206947,20.067924,1.529106,83.250534,-14.851002,0.256584,47.929115,13.133338,0.765129,46.404976,-10.861728,-6.169983,4.385333,9.700095,-7.445335,5.179119,-10.626179,10.484818,3.693747,8.415081,10.462471,3.800331,,0.957277,2.487924,0.173075,0.984326,1.788531,0.227184,1.228619,1.805851,0.255917,1.013514,1.740501,0.283897,0.860564,2.415347,0.105143,0.967882,2.140740,0.148021,0.832625,2.964585,0.169186,0.946099,2.525312,0.159790,1.076067,3.177783,0.272422,1.097943,2.641027,0.109128,1.129051,3.182927,0.223257,1.020787,2.535464,0.136992
23.500000,-1.475817,0.440689,94.297707,1.571924,0.475281,94.445282,-24.088921,1.003151,134.983719,25.014217,2.241646,135.946121,-19.711159,1.407806,84.196686,20.084404,1.345444,83.242348,-14.859660,-0.088257,47.944584,13.121690,0.386551,46.413250,-10.854183,-6.778450,4.404715,9.679509,-8.047470,5.197152,-10.618923,9.890869,3.678260,8.411405,9.876305,3.795877,,0.964981,2.493148,0.171347,0.981602,1.793366,0.228930,1.232686,1.812139,0.252228,1.017299,1.749879,0.277067,0.865600,2.398700,0.116391,0.958525,2.145522,0.141757,0.850854,2.965571,0.170839,0.951342,2.514984,0.168611,1.080565,3.172204,0.279478,1.103916,2.636166,0.113556,1.138722,3.178311,0.212270,1.016754,2.531217,0.141026
24.000000,-1.499762,0.435799,94.309044,1.587792,0.465416,94.465996,-24.122463,1.017258,134.995132,25.044590,2.273651,135.991241,-19.736835,1.270546,84.187309,20.100883,1.161781,83.234154,-14.869914,-0.433876,47.958645,13.110042,0.007973,46.421528,-10.848050,-7.384018,4.427264,9.658922,-8.649605,5.215186,-10.612268,9.301758,3.657761,8.407729,9.290131,3.791422,,0.972529,2.498816,0.170820,0.978927,1.798244,0.230775,1.236892,1.820060,0.249385,1.022146,1.759448,0.271000,0.872696,2.383418,0.128944,0.949840,2.150651,0.136949,0.871405,2.967530,0.173015,0.957033,2.504802,0.178808,1.085900,3.162816,0.291954,1.110169,2.631393,0.119063,1.150053,3.166925,0.202040,1.013014,2.527052,0.148442
24.500000,-1.523267,0.430923,94.319427,1.603661,0.455559,94.486710,-24.155632,1.029800,135.006836,25.074966,2.305664,136.036377,-19.762840,1.132629,84.176498,20.117363,0.978127,83.225960,-14.878695,-0.780647,47.973000,13.098393,-0.370605,46.429802,-10.842849,-7.989227,4.453105,9.638335,-9.251740,5.233219,-10.607727,8.713188,3.638103,8.404054,8.703964,3.786968,,0.980085,2.504356,0.170954,0.976300,1.803168,0.232716,1.241673,1.827921,0.247554,1.028042,1.769204,0.265760,0.881788,2.368226,0.142297,0.941846,2.156126,0.133749,0.894561,2.969675,0.176255,0.963164,2.494770,0.190160,1.090274,3.152817,0.300963,1.116699,2.626708,0.125508,1.160862,3.156633,0.194496,1.009571,2.522974,0.158767
25.000000,-1.546032,0.426216,94.328087,1.619530,0.445702,94.507423,-24.188297,1.039619,135.019287,25.105343,2.337669,136.081512,-19.788776,0.993652,84.162926,20.133842,0.794464,83.217773,-14.884574,-1.129440,47.988064,13.086745,-0.749184,46.438080,-10.839206,-8.594101,4.484659,9.617748,-9.853874,5.251252,-10.607018,8.125046,3.620579,8.400378,8.117798,3.782514,,0.987601,2.509555,0.171845,0.973723,1.808134,0.234749,1.247286,1.835118,0.246687,1.034967,1.779145,0.261384,0.893728,2.352574,0.156137,0.934560,2.161942,0.132277,0.921000,2.971948,0.180043,0.969727,2.484891,0.202470,1.092567,3.141938,0.302038,1.123500,2.622112,0.132753,1.169700,3.149057,0.189594,1.006427,2.518981,0.171475
25.500000,-1.567665,0.418991,94.335434,1.628232,0.430161,94.530022,-24.221592,1.050323,135.029968,25.126812,2.370178,136.127686,-19.810837,0.852631,84.147301,20.129883,0.607292,83.211128,-14.895583,-1.479675,48.003181,13.081052,-1.129723,46.449444,-10.836744,-9.195770,4.515208,9.597028,-10.445992,5.268201,-10.611746,7.533478,3.599619,8.411501,7.529716,3.787104,,0.997213,2.514186,0.172950,0.967585,1.809671,0.236384,1.252081,1.842291,0.243796,1.030285,1.792909,0.254452,0.913713,2.337079,0.170009,0.920410,2.157262,0.129348,0.938766,2.974349,0.185420,0.970224,2.478066,0.212001,1.093484,3.131498,0.303021,1.127643,2.621976,0.138371,1.169743,3.141354,0.184206,1.003320,2.512537,0.166497
26.000000,-1.584234,0.413116,94.341660,1.632618,0.411781,94.551544,-24.251850,1.068253,135.036896,25.142445,2.404755,136.171112,-19.821161,0.712303,84.132355,20.106846,0.421593,83.206429,-14.906363,-1.837624,48.017227,13.078614,-1.513649,46.462418,-10.835502,-9.788284,4.549757,9.589813,-11.026653,5.294122,-10.613844,6.940109,3.571848,8.422100,6.941864,3.784802,,1.002764,2.514513,0.175743,0.964516,1.810866,0.237339,1.253626,1.844968,0.241454,1.028590,1.804665,0.246951,0.919810,2.325776,0.180001,0.914427,2.152704,0.128435,0.954514,2.978574,0.192785,0.969894,2.467735,0.219502,1.096741,3.118968,0.306114,1.127016,2.611836,0.141642,1.168429,3.134197,0.178072,0.997782,2.512544,0.156358
26.500000,-1.596988,0.408295,94.347145,1.633768,0.391273,94.572266,-24.279823,1.091736,135.041245,25.153698,2.440880,136.212524,-19.822847,0.572853,84.118080,20.069500,0.237000,83.203186,-14.916834,-2.201180,48.030800,13.078624,-1.900108,46.476593,-10.835392,-10.373734,4.587644,9.592729,-11.598721,5.326771,-10.613882,6.345566,3.539200,8.432306,6.354195,3.777331,,1.005241,2.511633,0.179563,0.963764,1.811836,0.238073,1.252772,1.844172,0.239364,1.029199,1.815132,0.240154,0.915775,2.317393,0.187214,0.914128,2.148441,0.128987,0.968359,2.984076,0.202269,0.969065,2.454758,0.225914,1.101903,3.104620,0.311673,1.123047,2.594168,0.144080,1.166335,3.127223,0.171582,0.990476,2.517433,0.141851
27.000000,-1.609459,0.404251,94.354347,1.634917,0.370758,94.592979,-24.307678,1.117561,135.049377,25.164955,2.477013,136.253922,-19.827150,0.438957,84.106163,20.032154,0.052406,83.199936,-14.925129,-2.561836,48.049633,13.078631,-2.286568,46.490768,-10.838772,-10.956051,4.630920,9.595644,-12.170784,5.359420,-10.612544,5.753998,3.510261,8.442513,5.766518,3.769861,,1.007645,2.508521,0.181246,0.963135,1.812874,0.239266,1.252177,1.841519,0.235036,1.030619,1.825948,0.235506,0.912938,2.305217,0.195913,0.914558,2.144830,0.131025,0.981553,2.987156,0.215293,0.968471,2.441854,0.233113,1.107987,3.086275,0.325236,1.119466,2.576529,0.147928,1.164824,3.116271,0.166522,0.983354,2.522436,0.128481
