Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),左肩峰[x](cm),左肩峰[y](cm),左肩峰[z](cm),右肩峰[x](cm),右肩峰[y](cm),右肩峰[z](cm),左股関節[x](cm),左股関節[y](cm),左股関節[z](cm),右股関節[x](cm),右股関節[y](cm),右股関節[z](cm),左膝関節[x](cm),左膝関節[y](cm),左膝関節[z](cm),右膝関節[x](cm),右膝関節[y](cm),右膝関節[z](cm),左足関節[x](cm),左足関節[y](cm),左足関節[z](cm),右足関節[x](cm),右足関節[y](cm),右足関節[z](cm),左第5MP[x](cm),左第5MP[y](cm),左第5MP[z](cm),右第5MP[x](cm),右第5MP[y](cm),右第5MP[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_左肩峰[x](cm),SD_左肩峰[y](cm),SD_左肩峰[z](cm),SD_右肩峰[x](cm),SD_右肩峰[y](cm),SD_右肩峰[z](cm),SD_左股関節[x](cm),SD_左股関節[y](cm),SD_左股関節[z](cm),SD_右股関節[x](cm),SD_右股関節[y](cm),SD_右股関節[z](cm),SD_左膝関節[x](cm),SD_左膝関節[y](cm),SD_左膝関節[z](cm),SD_右膝関節[x](cm),SD_右膝関節[y](cm),SD_右膝関節[z](cm),SD_左足関節[x](cm),SD_左足関節[y](cm),SD_左足関節[z](cm),SD_右足関節[x](cm),SD_右足関節[y](cm),SD_右足関節[z](cm),SD_左第5MP[x](cm),SD_左第5MP[y](cm),SD_左第5MP[z](cm),SD_右第5MP[x](cm),SD_右第5MP[y](cm),SD_右第5MP[z](cm)
5.000000,1.289803,-1.708069,98.060585,-2.656945,1.212120,98.249115,-16.979483,-7.785484,139.461502,14.921392,2.696404,139.389999,-14.857080,-2.500172,90.168816,16.883871,3.333488,88.642624,-11.826065,9.249580,49.182373,9.891138,16.538277,49.596642,-15.985714,14.272156,11.248745,9.984261,16.533752,9.413718,-18.006147,25.322144,7.149252,11.141258,28.969269,5.066765,,0.995661,0.728459,0.233925,0.683688,0.672011,0.221684,1.203932,1.210980,0.365281,0.675320,0.781982,0.335746,0.936066,1.051179,0.244065,0.690570,0.544412,0.342234,0.939797,1.335858,0.140529,0.653684,0.933634,0.168237,1.059413,1.895198,0.109813,0.506855,1.021705,0.088057,0.903396,2.135106,0.360684,0.439215,1.189339,0.249252
5.500000,1.168589,-1.690044,98.070610,-2.525774,1.209328,98.230812,-17.125908,-7.730362,139.451691,15.096895,2.773247,139.381317,-14.962553,-2.390537,90.178055,17.051071,3.425491,88.625938,-11.906166,9.120331,49.140797,9.937784,16.480881,49.539898,-16.029215,13.960030,11.202157,9.998756,16.206322,9.365842,-18.092737,24.970253,7.003601,11.098055,28.621719,4.931159,,1.002324,0.732532,0.238558,0.666170,0.675865,0.228604,1.210616,1.216197,0.373083,0.647281,0.804274,0.336661,0.946221,1.070277,0.256902,0.675765,0.543944,0.343917,0.950968,1.372022,0.127112,0.637084,0.929225,0.152310,1.074943,1.909385,0.105652,0.512712,1.011453,0.074158,0.868127,2.148975,0.340077,0.456475,1.173210,0.208500
6.000000,1.046649,-1.669807,98.085335,-2.390646,1.209579,98.218231,-17.271214,-7.673065,139.444458,15.272839,2.853935,139.377930,-15.067301,-2.283157,90.197960,17.215729,3.518295,88.615440,-12.008197,8.981812,49.107220,9.994417,16.431519,49.491455,-16.084789,13.641968,11.155356,10.024427,15.886780,9.324587,-18.206816,24.608917,6.858200,11.060162,28.281311,4.809947,,1.009428,0.737297,0.245256,0.648464,0.680522,0.240792,1.219911,1.220639,0.381980,0.619543,0.827400,0.342045,0.955093,1.089050,0.276981,0.661584,0.543424,0.350942,0.974066,1.411132,0.114899,0.618231,0.917514,0.139035,1.096083,1.927745,0.103084,0.518217,1.001756,0.060293,0.848831,2.167717,0.320080,0.474497,1.154855,0.172602
6.500000,0.923359,-1.646721,98.108192,-2.246532,1.215187,98.219345,-17.424139,-7.608391,139.442078,15.453823,2.939896,139.387039,-15.173183,-2.180511,90.236244,17.382940,3.613281,88.616577,-12.145519,8.819519,49.084423,10.081062,16.388802,49.460583,-16.161261,13.311569,11.105951,10.070353,15.577446,9.295405,-18.368505,24.231667,6.715125,11.050646,27.948433,4.726983,,1.011343,0.740780,0.248135,0.634361,0.684823,0.251278,1.223904,1.217877,0.388344,0.595838,0.849711,0.345157,0.956131,1.109643,0.294218,0.646440,0.543098,0.358436,0.996353,1.444902,0.098489,0.598401,0.899259,0.126997,1.112404,1.945551,0.100687,0.525860,0.998079,0.052159,0.825737,2.182332,0.299511,0.490287,1.141354,0.137693
7.000000,0.799691,-1.621185,98.134674,-2.099168,1.222839,98.226341,-17.575697,-7.542229,139.442764,15.635206,3.027779,139.401199,-15.278229,-2.080879,90.283485,17.545483,3.709724,88.624420,-12.299082,8.648918,49.067120,10.178999,16.347008,49.435730,-16.244917,12.974869,11.057809,10.122612,15.269470,9.270559,-18.542652,23.848251,6.573884,11.047729,27.616409,4.659151,,1.014778,0.745250,0.253021,0.621756,0.689153,0.265735,1.231902,1.213345,0.394033,0.575167,0.872529,0.351023,0.958000,1.130515,0.315714,0.631006,0.543286,0.370295,1.028774,1.481356,0.089364,0.576492,0.878399,0.120517,1.129970,1.965443,0.098553,0.527205,0.995750,0.047224,0.816752,2.199069,0.279050,0.502920,1.127605,0.112708
7.500000,0.676654,-1.591843,98.167282,-1.944808,1.232323,98.246109,-17.728867,-7.466892,139.448257,15.820713,3.116737,139.426712,-15.385342,-1.986012,90.345947,17.707344,3.808022,88.643753,-12.476351,8.454010,49.058323,10.300150,16.293701,49.420399,-16.338497,12.626366,11.009743,10.179934,14.953690,9.249991,-18.730179,23.455841,6.437931,11.067505,27.274437,4.618332,,1.015981,0.748680,0.254887,0.611623,0.693548,0.276560,1.233428,1.200711,0.397013,0.561273,0.896109,0.353303,0.955479,1.149733,0.331281,0.614274,0.545321,0.380814,1.054859,1.510166,0.085051,0.555781,0.849689,0.117165,1.137484,1.983314,0.096543,0.526544,0.995196,0.048213,0.808207,2.212648,0.258260,0.511112,1.115394,0.098346
8.000000,0.553313,-1.559788,98.201981,-1.788337,1.242325,98.271416,-17.880312,-7.390430,139.456696,16.006987,3.204781,139.456406,-15.492153,-1.893833,90.413887,17.864534,3.908134,88.669807,-12.660125,8.252136,49.051727,10.430542,16.230606,49.407318,-16.433830,12.272339,10.964857,10.237698,14.630562,9.230739,-18.913828,23.060959,6.307469,11.093899,26.925476,4.589457,,1.019454,0.753394,0.258344,0.603405,0.697713,0.289646,1.239078,1.186206,0.398281,0.552672,0.920428,0.355904,0.956052,1.169606,0.347085,0.598052,0.548822,0.393874,1.085938,1.540779,0.089470,0.532922,0.826014,0.118043,1.143840,1.999776,0.093546,0.517016,0.995601,0.051103,0.807561,2.223810,0.235692,0.514041,1.106298,0.093170
8.500000,0.431235,-1.523052,98.240646,-1.627301,1.251305,98.307892,-18.027243,-7.304474,139.468948,16.196995,3.290985,139.496216,-15.600714,-1.804829,90.491943,18.017788,4.008865,88.707283,-12.853559,8.029732,49.051338,10.571587,16.139900,49.395523,-16.529709,11.908195,10.923725,10.291225,14.288635,9.209999,-19.082455,22.662086,6.185986,11.130640,26.558090,4.572516,,1.024235,0.757060,0.260017,0.595989,0.702097,0.298011,1.241084,1.164240,0.398271,0.550072,0.945845,0.354290,0.958300,1.184191,0.355693,0.581073,0.555205,0.403420,1.109127,1.563428,0.097382,0.510422,0.795354,0.121724,1.139944,2.012912,0.090387,0.505817,0.993443,0.055473,0.812161,2.233373,0.214954,0.511664,1.094370,0.093696
9.000000,0.308444,-1.483295,98.280014,-1.465354,1.259315,98.349503,-18.172207,-7.217251,139.483337,16.388428,3.373466,139.539520,-15.710310,-1.716797,90.571564,18.168488,4.110886,88.751213,-13.043785,7.801506,49.050556,10.716860,16.028229,49.382271,-16.622026,11.540237,10.887054,10.341288,13.933151,9.188449,-19.234177,22.263977,6.073849,11.172012,26.179085,4.562090,,1.031498,0.762077,0.262599,0.589827,0.706609,0.307854,1.246842,1.141451,0.397415,0.553519,0.972634,0.351826,0.964816,1.199227,0.361722,0.566650,0.563620,0.414352,1.131370,1.586745,0.105821,0.487390,0.778246,0.125218,1.134213,2.021719,0.085774,0.488582,0.991283,0.059080,0.817624,2.236744,0.191162,0.506068,1.087952,0.093225
9.500000,0.186225,-1.438549,98.321388,-1.300995,1.264984,98.400742,-18.309029,-7.122421,139.499969,16.583086,3.453239,139.592102,-15.820946,-1.629227,90.655907,18.312860,4.212006,88.806480,-13.231306,7.558975,49.053879,10.860956,15.880669,49.365150,-16.709249,11.165741,10.856779,10.385780,13.559128,9.163624,-19.356754,21.865532,5.973809,11.209848,25.785378,4.550988,,1.042321,0.765888,0.264169,0.583231,0.711309,0.313119,1.254925,1.113768,0.397880,0.560384,0.999983,0.345571,0.977633,1.206951,0.361410,0.550875,0.574445,0.420180,1.148049,1.603630,0.112263,0.463781,0.755417,0.130611,1.122101,2.026448,0.080906,0.472303,0.984743,0.061945,0.831998,2.239906,0.173317,0.493964,1.076107,0.089666
